id,source,predicate,target,unit,confidence,doc_instance_id,clause_id,support_count,track,evidence_anchors
edge_02266d8c16a8f147cd40dac1,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0001,clause_has_parameter_mention,ParameterMention:pm_2f848aad36e141c20e40,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0001,1,strict_all,"[{""char_end"":23,""char_start"":19,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0001"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_6cb77e608f320a39c0f9d415,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0002,clause_has_parameter_mention,ParameterMention:pm_3e3341189eaa02993c84,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0002,1,strict_all,"[{""char_end"":28,""char_start"":23,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0002"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_d2e325f15e1b93ca01b2fbe6,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0002,clause_has_parameter_mention,ParameterMention:pm_73cce9a20c18c39f40b8,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0002,1,strict_all,"[{""char_end"":8,""char_start"":5,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0002"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_7f7e1285c37b85dc9bed4239,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003,clause_has_parameter_mention,ParameterMention:pm_023cb4396a660674eea6,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003,1,strict_all,"[{""char_end"":43,""char_start"":39,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_fce59802be316569cf81093c,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003,clause_has_parameter_mention,ParameterMention:pm_52e7db26985a5c7c8cc7,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003,1,strict_all,"[{""char_end"":16,""char_start"":12,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_71062bd061afa20f027955f8,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003,clause_has_parameter_mention,ParameterMention:pm_d57b92a094c0771cadff,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003,1,strict_all,"[{""char_end"":30,""char_start"":27,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0003"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_f772e3f4b05f46436fc380f5,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004,clause_has_parameter_mention,ParameterMention:pm_568e2c7e05ef4ac16b0b,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004,1,strict_all,"[{""char_end"":8,""char_start"":5,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_01690fffdd0942750cfa2000,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004,clause_has_parameter_mention,ParameterMention:pm_7663e41c819e03b9b892,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004,1,strict_all,"[{""char_end"":23,""char_start"":19,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_79ceb87c3c836c798562a86a,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004,clause_has_parameter_mention,ParameterMention:pm_9affabedc1295b325492,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004,1,strict_all,"[{""char_end"":33,""char_start"":28,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0004"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_e67afa13478af04090cd92fb,Clause:e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0005,clause_has_parameter_mention,ParameterMention:pm_66fff3dd2a78826696e4,,1.0,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb,e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0005,1,strict_all,"[{""char_end"":23,""char_start"":21,""clause_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb#clause_0005"",""doc_instance_id"":""e96954454202c06919fb26233a2f5743477ff62fe26d6f194b805da4176b5fcb""}]"
edge_26112d9db0667460d75af1c1,Clause:ead750f28a3326778e25ebd3928e8e4ad3b65d0bfdec89dc61d743d7585fbf58#clause_0002,clause_has_parameter_mention,ParameterMention:pm_77445ccfd831f8d475b6,,1.0,ead750f28a3326778e25ebd3928e8e4ad3b65d0bfdec89dc61d743d7585fbf58,ead750f28a3326778e25ebd3928e8e4ad3b65d0bfdec89dc61d743d7585fbf58#clause_0002,1,strict_all,"[{""char_end"":45,""char_start"":43,""clause_id"":""ead750f28a3326778e25ebd3928e8e4ad3b65d0bfdec89dc61d743d7585fbf58#clause_0002"",""doc_instance_id"":""ead750f28a3326778e25ebd3928e8e4ad3b65d0bfdec89dc61d743d7585fbf58""}]"
edge_676101d4067929906b947108,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002,clause_has_parameter_mention,ParameterMention:pm_713875465adb13ff4b9a,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002,1,strict_all,"[{""char_end"":34,""char_start"":32,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_edb2f31d346b823a43c8848a,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002,clause_has_parameter_mention,ParameterMention:pm_9553e83e3482c17b59c1,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002,1,strict_all,"[{""char_end"":38,""char_start"":36,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_100df72fdd61fdbd9daefc8b,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002,clause_has_parameter_mention,ParameterMention:pm_b92b8e2b7d298f48fcf5,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002,1,strict_all,"[{""char_end"":42,""char_start"":40,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0002"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_82568fa32b952fcfe23e492c,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0003,clause_has_parameter_mention,ParameterMention:pm_c71c334bafb8c6f83482,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0003,1,strict_all,"[{""char_end"":33,""char_start"":30,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0003"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_b3ff88000eec1b90673d30b2,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0004,clause_has_parameter_mention,ParameterMention:pm_68af1cbb598ab260dd5d,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0004,1,strict_all,"[{""char_end"":16,""char_start"":13,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0004"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_18192e759ef3b67dce61fab2,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0005,clause_has_parameter_mention,ParameterMention:pm_9b50b7ea835a23fc6499,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0005,1,strict_all,"[{""char_end"":53,""char_start"":49,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0005"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_d346fbbb9a01afbeecc736f2,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0006,clause_has_parameter_mention,ParameterMention:pm_a7c7b5618d9ca04474dd,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0006,1,strict_all,"[{""char_end"":28,""char_start"":26,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0006"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_f5a139accfdf5e1f81a906a1,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0007,clause_has_parameter_mention,ParameterMention:pm_071827b47f2ae46b7427,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0007,1,strict_all,"[{""char_end"":41,""char_start"":40,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0007"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_1215ee2493ffe0dbc69df7b9,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0007,clause_has_parameter_mention,ParameterMention:pm_6521c9492f1d5e182a76,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0007,1,strict_all,"[{""char_end"":44,""char_start"":43,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0007"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_3356831771b7cb4cfcb7a75f,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0008,clause_has_parameter_mention,ParameterMention:pm_371cd6f6f8dd27b289ab,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0008,1,strict_all,"[{""char_end"":14,""char_start"":12,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0008"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_46fab62b489a52487d4af5b8,Clause:eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0009,clause_has_parameter_mention,ParameterMention:pm_79cb791581b0272c48bf,,1.0,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3,eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0009,1,strict_all,"[{""char_end"":20,""char_start"":18,""clause_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3#clause_0009"",""doc_instance_id"":""eb659fbcd99dcc85f2745f39faae903578c8a5403a504ed63c81c4ca3987afc3""}]"
edge_1df102e446decbe5e304834a,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0001,clause_has_parameter_mention,ParameterMention:pm_0f9755c56828c0e9b93a,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0001,1,strict_all,"[{""char_end"":40,""char_start"":38,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0001"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_e76880e3b23356f05147c387,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0001,clause_has_parameter_mention,ParameterMention:pm_4111db4011c33af36d76,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0001,1,strict_all,"[{""char_end"":65,""char_start"":63,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0001"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_621a223199bdc4f8aa501d82,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0002,clause_has_parameter_mention,ParameterMention:pm_59abba26ecde147b118a,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0002,1,strict_all,"[{""char_end"":32,""char_start"":31,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0002"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_c12d3de4af95b8757d531323,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0002,clause_has_parameter_mention,ParameterMention:pm_5c11ce72d79a33d6a4c4,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0002,1,strict_all,"[{""char_end"":17,""char_start"":15,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0002"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_31c09643cd9568b8e7722d4c,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0003,clause_has_parameter_mention,ParameterMention:pm_f60ed423e0da7a344879,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0003,1,strict_all,"[{""char_end"":20,""char_start"":18,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0003"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_706295b9e1bc5b925c6dbdfd,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0004,clause_has_parameter_mention,ParameterMention:pm_face0c092ed1e531cbc7,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0004,1,strict_all,"[{""char_end"":22,""char_start"":20,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0004"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_e96b20ee3db134d5492e44a8,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005,clause_has_parameter_mention,ParameterMention:pm_6aa0cd40bbe9c6836245,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005,1,strict_all,"[{""char_end"":14,""char_start"":12,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_b4d8e0017e09979a1dee35c7,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005,clause_has_parameter_mention,ParameterMention:pm_8fa30a20be4a72e07c24,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005,1,strict_all,"[{""char_end"":49,""char_start"":47,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_32112cb3e6f5106c8fb3cf9d,Clause:ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005,clause_has_parameter_mention,ParameterMention:pm_a6bf64b14f04d89e0066,,1.0,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad,ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005,1,strict_all,"[{""char_end"":31,""char_start"":29,""clause_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad#clause_0005"",""doc_instance_id"":""ebba22b0a7b7a9a06ccf6dfbe862a330eb615359451c4ccb8bff79fd2d9bd1ad""}]"
edge_011fa46fdc52792afa25cd6a,Clause:ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0001,clause_has_parameter_mention,ParameterMention:pm_04685e966f15eb130cf6,,1.0,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0001,1,strict_all,"[{""char_end"":44,""char_start"":40,""clause_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0001"",""doc_instance_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28""}]"
edge_7423e00846f4f563ed041ce3,Clause:ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0001,clause_has_parameter_mention,ParameterMention:pm_c16c078079987436a267,,1.0,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0001,1,strict_all,"[{""char_end"":70,""char_start"":65,""clause_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0001"",""doc_instance_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28""}]"
edge_3a98a31a963f83714a02400b,Clause:ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0002,clause_has_parameter_mention,ParameterMention:pm_c52ce844bdc2c3495bdd,,1.0,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0002,1,strict_all,"[{""char_end"":16,""char_start"":4,""clause_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0002"",""doc_instance_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28""}]"
edge_b23c92c094230e69c17b880d,Clause:ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0003,clause_has_parameter_mention,ParameterMention:pm_312f825e6dbc36307c32,,1.0,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0003,1,strict_all,"[{""char_end"":10,""char_start"":6,""clause_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0003"",""doc_instance_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28""}]"
edge_ad302266af6c91fd7752ef48,Clause:ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0003,clause_has_parameter_mention,ParameterMention:pm_b661fb22f76a695304fd,,1.0,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0003,1,strict_all,"[{""char_end"":23,""char_start"":20,""clause_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0003"",""doc_instance_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28""}]"
edge_cfed094d591a6f22dee81d74,Clause:ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0004,clause_has_parameter_mention,ParameterMention:pm_bcbea5eacc65dd5db814,,1.0,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28,ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0004,1,strict_all,"[{""char_end"":23,""char_start"":21,""clause_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28#clause_0004"",""doc_instance_id"":""ec04d88813b018d570d36f88e39cafafcdea9a884900156145f7f25c3149ea28""}]"
edge_2dac7ad645a9fa3b3b765463,Clause:ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001,clause_has_parameter_mention,ParameterMention:pm_158e2f2624c91397093d,,1.0,ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879,ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001,1,strict_all,"[{""char_end"":119,""char_start"":118,""clause_id"":""ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001"",""doc_instance_id"":""ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879""}]"
edge_db9673fbb31b54d1a0bb4e2f,Clause:ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001,clause_has_parameter_mention,ParameterMention:pm_1cb1afaa204b91283a3a,,1.0,ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879,ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001,1,strict_all,"[{""char_end"":87,""char_start"":86,""clause_id"":""ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001"",""doc_instance_id"":""ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879""}]"
edge_2275b4833be4e24da8fc445c,Clause:ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001,clause_has_parameter_mention,ParameterMention:pm_8fe5ab24f3c559f9996b,,1.0,ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879,ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001,1,strict_all,"[{""char_end"":32,""char_start"":31,""clause_id"":""ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879#clause_0001"",""doc_instance_id"":""ec7378b180d0ffdb20e93755e832b7ea1eb6476bbdedfadbb4c5553b1f65c879""}]"
